,Name,Review
185,Johnsons Baby Glycerin Bar Soap,Excelente Nota mil não comprarei mais porque. O preço subiu de 22. 90 para 32. 90. Com 12 unidades.
186,Johnsons Baby Glycerin Bar Soap,Original as described Original product as described. Second purchase we do and ok ok.
187,Johnsons Baby Glycerin Bar Soap,"Excellent great soaps, ml recommend."
188,Sabonete Em Barra Protex Nutri Protect Vitamina E 85g,"Excellent Wonderful, adoreiiiiii. Worth to buy."
189,Sabonetes Extrato Naturais De Babosa Aloe Vera (12 Unid.),"I loved it I bought it with my mother-in-law, she loved it. Aloe Vera soap leaves the skin very soft, moisturizes and reduces sagging."
190,Sabonetes Extrato Naturais De Babosa Aloe Vera (12 Unid.),A pele fica seca e coceira Não gostei esperava mais do produto fiquei chateada.
191,Palmolive Bar Naturals Healthy Hydration Soap 85g,Aroma and foam. Very good. Very good. Creamy and with a pleasant aroma.
192,Sabonete Em Barra Protex Limpeza Profunda 85g,Great good product! I recommend! all right!.
193,12 Units - Phebo Amazonian Soap 90g,Arrived on time I loved the product I recommend to you.
194,12 Units - Phebo Odor Of Roses Soap 90g,Excellent It is a product that I have known for a long time. I was very well attended.
195,12 Units - Phebo Odor Of Roses Soap 90g,Excellent Product meets expectations. Very good.
196,"Shampoos Sólidos Naturais, Veganos E Orgânicos Da Expresso","I loved it! Wonderful smell! I loved the shampoos! the smell is wonderful! it is lasting longer than I imagined, and I think for those with straight hair it should last for centuries! my hair is still adapting, it is curly, oily at the root and dry in length, so I figured it wouldn't be easy. Kkkkkk! I feel like my hair is not clean for a long time. But I believe that for the environment we should all make this attempt. Changing our habits is urgent !!! I loved it!."
197,"Shampoos Sólidos Naturais, Veganos E Orgânicos Da Expresso","Very good! I've been using it for about a month and I really enjoyed it. It allows for longer washing time, in addition to leaving hair hydrated and healthy looking."
198,"Shampoos Sólidos Naturais, Veganos E Orgânicos Da Expresso",Excellent The product is perfect incredible leaves wonderful hair I recommend.
199,Promotion Granado Soap 90g Neutral 3 Boxes Smooth Face,Very good I love this soap very much. ?
200,Natura Macadamia Soap Box w / 05 Units 90g Each,"Excellent Excellent product, pleasant fragrance, leaves skin super hydrated."
201,12 Honey Bar Soap And Propolis Royal Jelly Glycerin,Quality product! Moisturizes super well !. Leaves skin soft !.
202,12 Honey Bar Soap And Propolis Royal Jelly Glycerin,Excellent Great product! same as description.
203,12 Honey Bar Soap And Propolis Royal Jelly Glycerin,Produto de qualidade! Hidrata super bem!. Deixa a pele macia!.
204,12 Honey Bar Soap And Propolis Royal Jelly Glycerin,Excellent Great product! same as description.
205,Natura Natura Man Soap Box With 03 Units 110gr Each,Excellent Very good and fragrant product.
206,Kit 500 Sabonete 10 Gr Hotel Motel Pousada Fragrância Floral,Excelente Muito bom ! trabalhamos com hospedagem por temporada e está dando certo este tipo de produto. Obrigada.
207,Kit 500 Sabonete 10 Gr Hotel Motel Pousada Fragrância Floral,Sensational Smirosinho and launches the body well.
208,Kit 500 Sabonete 10 Gr Hotel Motel Pousada Fragrância Floral,Good service Great product I recommend.
209,Sabonete Vegano De Algas Marinhas. 125g. Natural E Orgânico,Ótimo. Super indico Ótimo. Adorei mesmo. Super indico.
210,Natura Erva Doce Sabonete Em Barra 06 Unidades De 90g Cada,"Excelente Produto maravilhoso, sabonete sensacional."
211,Natura Erva Doce Soap Bar 06 Units of 90g Each,"Excelente Produto maravilhoso, sabonete sensacional."
212,Sabonete Vegano De Camomila 125g. Artesanal E Orgânico.,"I need to invest more in herbal soaps. Think about the relaxing bath, that's what this soap gave me."
213,Sabonete Vegano De Camomila 125g. Artesanal E Orgânico.,Excellent I loved the product I have not used yet but it seems to me of good quality wonderful smell.
214,Sabonete Vegano De Camomila 125g. Artesanal E Orgânico.,"Recomendo. Maravilhoso, vocês estão de parabéns. Demorou bastante por conta da pandemia, porém, valeu! recomendo."
215,Natura Sabonete Algodao Caixa C/05 Unidades 90g Cada,"Wonderful, fragrant and 100% Soft Excellent, fragrant, leaves the skin soft, natural, congratulations are in order. I recommend it, it is a great product to give to your loved one. My mom loved it so much that now she just wants natural cotton soap."
216,Natura Sabonete Algodao Caixa C/05 Unidades 90g Cada,"Excellent Very Good! I've only used natura soaps for many years! pleasant fragrances and the main quality for me: they are soaps that last, durability."
217,Natura Sabonete Algodao Caixa C/05 Unidades 90g Cada,Excellent quality High quality product from this factory and top of the line.
218,Sabonete Phebo 90g Toque De Lavanda (kit 12un),Excellent It is a product that I have known for a long time. I was very well attended.
219,Sabonete Phebo 90g Toque De Lavanda (kit 12un),Excellent Product meets expectations. Very good.
220,Kit C / 12 Units - Traditional Rose Milk Soap 90g,Excellent Wow I will buy again that smells good.
221,Kit C / 12 Units - Traditional Rose Milk Soap 90g,Vou ficar freguês. Não conhecia. Excelente produto. Muito perfumado.
222,Sabonete Natural De Balsamo Da Expresso Mata Atlântica,Great soap I recommend Very fragrant and left my skin smooth. I have normal skin the soap left neither dry nor oily.
223,"100 Kits Soap 20 Grs Shampoo, Conditioner, Toothpaste Brush Hotel Pousada Airnb",ÓTIMO PRODUTO Ótimo produto de alta qualidade.
224,Natura Ekos Soap C / 04 Units 100gr Each,"Excellent I love this assorted pack. The soap is vegetable, much more moisturizing and less aggressive to the skin."
225,Natura Ekos Soap C / 04 Units 100gr Each,"Delicious and creamy smells, I love these soaps !."
226,Johnsons Almond Bar Soap 80g Light 6 Pay 5,Excellent I recommend fast posting good product.
227,Natural Vegetable Tourmaline Soap 82g (5 Units),"Excellent As my skin is very oily, I found the soap great, deeply cleans and soothes the oiliness. I highly recommend it."
228,Natural Vegetable Tourmaline Soap 82g (5 Units),"Excellent Creamy, wonderful fragrance feeling of being soothing, smell of lime! clean it leaves you feeling fresh."
229,Natural Vegetable Tourmaline Soap 82g (5 Units),"Excellent As my skin is very oily, I found the soap great, deeply cleans and soothes the oiliness. I highly recommend it."
230,Natural Vegetable Tourmaline Soap 82g (5 Units),"Excellent Creamy, wonderful fragrance feeling of being soothing, smell of lime! clean it leaves you feeling fresh."
231,Protex Deep Cleaning Soap Bar Kit 85g With 12 Un,Product exactly as in the picture. It came well accommodated.
232,Protex Deep Cleaning Soap Bar Kit 85g With 12 Un,Great Very good. Validity and cleaning.
233,Kit 10 Chamomile Natural Organic Soap 80gr - Suavetex,"Wonderful soap and very correct company! The soap is natural, very good, both chamomile, carrot, charcoal and baby."
234,Kit 10 Chamomile Natural Organic Soap 80gr - Suavetex,Excellent Very Good!.
235,Kit 09 Soap Box in Tododia Bar - 90g,Ask what fragrance. For example I just thought it would be as it is in the image. But I liked the addition.
236,Kit 09 Soap Box in Tododia Bar - 90g,"Excelente Maravilhoso, amo esse sabonetes!."
237,Natura Mommy And Baby Vegetable Bar Soap - 5x100g Each,"Produto bom. Produto bom. Esperava maior e melhor permanência do aroma suave que tem quando se abre a caixinha. Mas, cumpre a função de um sabonete suave."
238,Natura Mommy And Baby Vegetable Bar Soap - 5x100g Each,I already know Natura's products. I like them a lot.
239,Natura Mommy And Baby Vegetable Bar Soap - 5x100g Each,Mara Wonderful soaps! I've been using it for years! I recommend.
240,Natura Pure Soap Bar Vegetable Fennel 3un.,"I recommend this soap, the smell is delicious Very fragrant, very worth it."
241,Natura Pure Soap Bar Vegetable Fennel 3un.,I loved it Excellent product very fragrant.
242,Sabonete Atoderm Pain Bioderma - 150g,"Good product Good product, meets specifications."
243,Sabonete Atoderm Pain Bioderma - 150g,"Imported product, moisturizes the skin perfectly. Great quality product. I recommend."
244,Kit 10 Soap Natural Suavetex With Turmeric Extract 80g,"Gostei muito ! quem quiser experimentar recomendo. Produto muito bom, deixa a pele macia e suave."
245,Kit 10 Soap Natural Suavetex With Turmeric Extract 80g,"Excellent Product Excellent product, worth a try."
246,Kit 10 Soap Natural Suavetex With Turmeric Extract 80g,Very good! Excellent quality product!.
247,Sabonete Vegano De Erva Cidreira.125g Artesanal E Orgânico,Nunca imaginei um sabonete como esse. Sensacional Proporciona um banho relaxante e limpeza da aura. Gostei muito.
248,Sabonete Vegano De Erva Cidreira.125g Artesanal E Orgânico,Great quality product! Express congratulations! Leaves skin super soft. Congratulations on the quality of the products! they are all wonderful espresso atlântica !.
249,Sabonete Vegano De Erva Cidreira.125g Artesanal E Orgânico,Maravilhoso Sabonete super cheiroso!! deixou minha pele hidratada.
250,Natura Mama Baby Vegetable Soap 100g,Otimo produto melhor custo benefício Ótimo perfeito melhor produto que já comprei.
251,Natura Mama Baby Vegetable Soap 100g,Otimo. Produto de qualidade. R3comendo.
252,Natura Flor De Lis Soap Box w / 05 Units 90g Each,"Excellent Very Good! I've only used natura soaps for many years! pleasant fragrances and the main quality for me: they are soaps that last, durability."
253,Nesti Dante Lavender Officinal Scented Soap 150g,Excellent Wonderful. However it could be a little cheaper.
254,Nesti Dante Lavender Officinal Scented Soap 150g,"Excellent Very fragrant, moisturizes the skin and gives it a lot of shine."
255,Nesti Dante Lavender Officinal Scented Soap 150g,Shopping show! I recommend! Wonderful! I even bought another one !.
256,Soap From The Coast Handmade African Soap- 2 Units,"Excellent Very good I liked it, it just doesn't smell."
257,Granado Vegetable Glycerin Soap 90g (Box Of 30 Pcts),Great soap. Fast delivery! The product is great! I have been using it for a long time because I have an allergy to other soaps.
258,Granado Vegetable Glycerin Soap 90g (Box Of 30 Pcts),"Great product, recommend pleasant odor. Use to prevent skin irritation."
259,Granado Vegetable Glycerin Soap 90g (Box Of 30 Pcts),I recommend it because it is a great soap and with a very pleasant smell.
260,Palmolive Secret Soap Bar Pitaya 90g,"Otimo Very fragrant, creamy and leaves the skin with a delicious smell."
261,Palmolive Secret Soap Bar Pitaya 90g,"Otimo Muito cheiroso ,cremoso e deixa a pele com um cheiro delícioso."
262,Eudora Antiacne Soap Neo Essens - Bar 80g.,Ótimo produto Fiquei bastante satisfeita com a compra.
263,Phebo Soap 90gr / Kit With 12 Units,Tradition Since 1970 my parents and I have used this soap that has a very pleasant smell and leaves the skin soft.
264,Phebo Soap 90gr / Kit With 12 Units,Very good Excellent feather perfume that ends quickly.
265,Phebo Soap 90gr / Kit With 12 Units,"Excellent I loved it, this soap is great, I recommend it."
266,Dermare Vegetable Clay Soap 80g,"Very good I am washing my face every day with him in the morning, in a week I have already felt a difference, skin drier and clearer. Very good."
267,Atoderm Pain Bioderma Soap - 150g,"Bom produto Bom produto, atende as especificações."
268,Atoderm Pain Bioderma Soap - 150g,"Imported product, moisturizes the skin perfectly. Great quality product. I recommend."
269,"Solid Shampoo And Vegan Myrrh Soap. Natural, Organic",Wonderful product !! Great product and my girlfriend loved the product and the freebie are congratulations and keep it up !!.
270,"Solid Shampoo And Vegan Myrrh Soap. Natural, Organic","Perfect Great, I recommend it was great for my hair, in my house everyone adhered to the shampoo."
271,"Solid Shampoo And Vegan Myrrh Soap. Natural, Organic","Muito bom! A adaptação demorou 3 semanas, mas vale muito a pena. O cheiro é maravilhoso."
272,Granado Glycerin Soap Bebe 90g (12 Units),Muito bom vale a pena Muito bom vale a pena comprar.
273,Kit 10 Sabonete Organico Natural Camomila 80gr - Suavetex,"Wonderful soap and very correct company! The soap is natural, very good, both chamomile, carrot, charcoal and baby."
274,Kit 10 Sabonete Organico Natural Camomila 80gr - Suavetex,Excelente Muito bom!.
275,Rastro Soap - 70's Success - Kit With 10 Pieces,Good Perfume is identical to the old trail but has no persistence on the skin.
276,Kit 4x Vichy Normaderm Facial Soap Deep Cleansing 70g,Excelente Ótimo produto que já utilizo a muito tempo.
277,Natural Vegetable Tourmaline Soap 82g (5 Units),"Excellent As my skin is very oily, I found the soap great, deeply cleans and soothes the oiliness. I highly recommend it."
278,Natural Vegetable Tourmaline Soap 82g (5 Units),"Excellent Creamy, wonderful fragrance feeling of being soothing, smell of lime! clean it leaves you feeling fresh."
279,Lipikar Surgras La Roche-posay Body Liquid Soap 400ml,Very excellent I am very happy with the product is already helping a lot in the treatment.
280,Lipikar Surgras La Roche-posay Body Liquid Soap 400ml,"Excelente Perfeito, o salvador das peles sensíveis e ultra secas."
281,Lipikar Surgras La Roche-posay Body Liquid Soap 400ml,Produto top e entrega rápida! Produto perfeito! deixa a pele muito macia!.
282,Sabonete Atoderm Pain Bioderma - 150g,"Good product Good product, meets specifications."
283,Sabonete Atoderm Pain Bioderma - 150g,"Produto importado, hidrata a pele perfeitamente. Produto ótima qualidade. Recomendo."
284,Atoderm Pain Bioderma Soap - 150g,"Bom produto Bom produto, atende as especificações."
285,Atoderm Pain Bioderma Soap - 150g,"Produto importado, hidrata a pele perfeitamente. Produto ótima qualidade. Recomendo."
286,Eucalyptus Soap 110g Ubon - Kit C / 10 Units,"Good product!! I thought the product was good !! for those who like the smell of eucalyptus, it has a very strong smell !."
287,Eucalyptus Soap 110g Ubon - Kit C / 10 Units,"Excelente Quem não tem sauna em casa, deveria comprar esse sabonete."
288,Eucalyptus Soap 110g Ubon - Kit C / 10 Units,Excelente Marca tradicional e a qualidade também. Excelente produto.
289,Natural Aloe Vera Aloe Vera Extract Soaps (12 Units),"I loved it I bought it with my mother-in-law, she loved it. Aloe Vera soap leaves the skin very soft, moisturizes and reduces sagging."
290,Natural Aloe Vera Aloe Vera Extract Soaps (12 Units),A pele fica seca e coceira Não gostei esperava mais do produto fiquei chateada.
291,Natural Aloe Vera Aloe Vera Extract Soaps (12 Units),"I loved it I bought it with my mother-in-law, she loved it. Aloe Vera soap leaves the skin very soft, moisturizes and reduces sagging."
292,Natural Aloe Vera Aloe Vera Extract Soaps (12 Units),A pele fica seca e coceira Não gostei esperava mais do produto fiquei chateada.
293,Kit 09 Soap Box in Tododia Bar - 90g,Ask what fragrance. For example I just thought it would be as it is in the image. But I liked the addition.
294,Kit 09 Soap Box in Tododia Bar - 90g,"Excellent Wonderful, I love this soap !."
295,Sabonete Em Barra Palmolive Natureza Secreta Pitaya 90g,"Otimo Very fragrant, creamy and leaves the skin with a delicious smell."
296,Kit With 12 Bar Soaps Johnsons Baby Almond Oil 80g,"I recommend 100% Wonderful, fragrant, I'm always buying."
297,Natura Tododia Winter Soaps,Wonderful I super recommend it. I will buy again. Super fragrant product.
298,Kit 4 Caixas De Sabonete Natura Tododia Sortidos 90g,Excelente Muito bom maravilhoso o produto gostei muito.
299,"100 Kits Soap 20 Grs Shampoo, Conditioner, Toothpaste Brush Hotel Pousada Airnb",ÓTIMO PRODUTO Ótimo produto de alta qualidade.
300,Sabonete Em Barra Facial Protex Anti Cravos E Espinhas 85g,"Very good Very good it leaves the skin very dry and really helps to eliminate the pimples, I recommend."
301,Sabonete De Aroeira Em Barra - 12 Unidades -,"Very good Reduced oiliness, healed and effectively prevent acne on the skin. The soap doesn't foam much so it doesn't yield as much, but the results bring me a lot of satisfaction."
302,Sabonete De Aroeira Em Barra - 12 Unidades -,"Excellent Wonderful, I am undergoing facial treatment due to spots that left my body and it is turning into a recommend."
303,Sabonete De Aroeira Em Barra - 12 Unidades -,"No Maranhão usamos para toda irritação de pele Estou gostando, ele é cremoso, presenteei meus filhos e eles adoraram!."
304,Kit 2 Sabonetes Granado Enxofre Antiacne Em Barra - 90g Cada,Produto muito bom. Muito bom! o resultado é satisfatório cumpre o que promete.
305,Kit 2 Sabonetes Granado Enxofre Antiacne Em Barra - 90g Cada,"Excellent It lasts a long time, it does not smell bad, it does what it promises."
306,Kit 2 Sabonetes Granado Enxofre Antiacne Em Barra - 90g Cada,Very good I loved the soap it really is good.
307,"5 Solid Shampos And 5 Vegan Soaps. Natural, 125g Each","I strongly recommend the product !!! High quality materials. Glycerin soaps, moisturizing and well perfumed. Shampoos require a little time to adapt to the issue of not making too much foam, but they clean very well and tense up to an improvement in the issue of dandruff. After all it is a natural and vegan product! grade 10!."
308,"5 Solid Shampos And 5 Vegan Soaps. Natural, 125g Each","Great product! Excellent product, very well made and perfumed, totally free of animal fat."
309,"5 Solid Shampos And 5 Vegan Soaps. Natural, 125g Each",Excelente Produto muito bom. Muito capricho.
310,Shampoo E Sabonete Vegano Camomila. Natural . 125 G Cada.,"Recomendo Produto limpa muito bem. O cabelo do meu marido ainda está se adaptando, mas está indo bem. Cheirinho muito bom. Comprei outros tb e pro meu cabelo que é cacheado, acabo precisando usar condicionador pra finalizar, mas gosto do resultado."
311,Shampoo E Sabonete Vegano Camomila. Natural . 125 G Cada.,"Great very good! my hair adapted quickly, I recommend to you that you are using it for the first time washing your hair for 1 week only with water."
312,Shampoo E Sabonete Vegano Camomila. Natural . 125 G Cada.,Caring is nothing more than preserving. Congratulations! 1000! I simply loved. Everything perfect.
313,Sabonete Argila Branca Kit Com 12 Unidades De 90 G Cada***,"Maravilhoso, adorei o produto ? Produto muito bom, super indico."
314,Kit 10 Sabonete Suavetex Natural Com Extrato De Cúrcuma 80g,"Gostei muito ! quem quiser experimentar recomendo. Produto muito bom, deixa a pele macia e suave."
315,Kit 10 Sabonete Suavetex Natural Com Extrato De Cúrcuma 80g,"Excellent Product Excellent product, worth a try."
316,Kit 10 Sabonete Suavetex Natural Com Extrato De Cúrcuma 80g,Muito bom! Produto de excelente qualidade!.
317,Granado Tratamento Coco - Sabonete Em Barra 100g Blz,Comoro semore Otimo. Produto conhecido pela eficacia.
318,Granado Tratamento Coco - Sabonete Em Barra 100g Blz,"Excellent Excellent, very good !!! I recommend."
319,Moisturizing Soap Bar I Wish Jequiti 4x90 G,"Excelente produto. Conheço o produto, pois sou consultor jequiti. Adiquiri para poder atender um cliente. Produto maravilhoso."
320,Propolis Organic Vegetable Soap 100g Reserva Folio,Excellent Very good healthy and fragrant.
321,Ekos Brown Soap 4 Units 100 G Each,Excellent I found great great quality leaves the skin very soft.
322,Kit C / 20 Units - Ubon Eucalyptus Soap 110g,Excelente Vontade de tomar vários banhos por dia!.
323,Kit C / 20 Units - Ubon Eucalyptus Soap 110g,Top product Excellent !! recommend very good product !!.
324,Kit C / 20 Units - Ubon Eucalyptus Soap 110g,Great ! Great product! it could last longer !!!.
325,Dr. Botica Trio Apple Charming Soap Bar Soap 3x80,"I highly recommend it Great, very fragrant, my baby loved it, thank you."
326,Dr. Botica Trio Apple Charming Soap Bar Soap 3x80,"I highly recommend it Great, very fragrant, my baby loved it, thank you."
327,Kit 2 Cetaphil Deep Cleaning Soap - 127g Each,Amei Ameii! promove uma excelente hidratação e limpeza na pele.
328,Kit 2 Cetaphil Deep Cleaning Soap - 127g Each,Great Great came in the right time. As expected.
329,Kit 2 Cetaphil Deep Cleaning Soap - 127g Each,Excellent Corresponds correctly to the advertised.
330,Kit Glamor Secrets Black Soap Bar Natal 2019,Excellent Great product! leaves the skin clean and fragrant.
331,Kit Glamor Secrets Black Soap Bar Natal 2019,"Great product. The soap is very good, I liked it."
332,Kit Glamor Secrets Black Soap Bar Natal 2019,Excelente Ótimo produto! deixa a pele limpa e perfumada.
333,Kit Glamor Secrets Black Soap Bar Natal 2019,"Ótimo produto. O sabonete é muito bom, gostei."
334,Aroeira Soap with Barbatimão - Kit with 12 Units,"fast delivery. Very good, I recommend. I always buy this soap a lot."
335,Kit 3 Sabonetes Hidratantes Allergic Center,"Excelente Excelente recomendo ,muito legal."
336,Kit 200 Soap 20 Gr Moisturizing Luxury Pitanga Hotel Pousada,very good! Very good. Great quality.
337,Palmolive Naturals Healthy Soap Bar Soap 85g,Aroma and foam. Very good. Very good. Creamy and with a pleasant aroma.
338,Kit 10 Phebo Odor Of Roses Soap - 90g Each,Tradition Since 1970 my parents and I have used this soap that has a very pleasant smell and leaves the skin soft.
339,Kit 10 Phebo Odor Of Roses Soap - 90g Each,Very good Excellent feather perfume that ends quickly.
340,Kit 10 Phebo Odor Of Roses Soap - 90g Each,"Excellent I loved it, this soap is great, I recommend it."
341,Kit With 3 Units Essential Soap Male 2 Un Each,"Excellent My favorites among the male perfumes among the national soaps. I have a small stock, lol."
342,Normaderm Vichy Dermatological Soap - 70g,"Very good. Very good product, leaves the skin dry without getting dry. Cleans the oliosity well. And there is a feeling of very clean skin."
343,Kit 3 Boxes Soaps Natura Rosemary and Sage,"Excellent delicious smell, creamy foam."
344,Soap Kit. Protex Nutri Protect Vitamin E Bar 85g C / 12 Un,Me sinto muito leve e voando Produto muito bom e endico a todos.
345,Kit Natura Assorted Soaps + Alcohol Gel Derma V,"Ótimo produro Ótimo custo benefício, os produtos são ótimos."
346,Sabonete De Enxofre Granado Antiacne 90gr 6 Unidades,Very good product. Very good! the result is satisfactory fulfills what it promises.
347,Sabonete De Enxofre Granado Antiacne 90gr 6 Unidades,"Excelente Dura bastante, não tem cheiro ruim, cumpre o que promete."
348,Sabonete De Enxofre Granado Antiacne 90gr 6 Unidades,Very good I loved the soap it really is good.
349,Granado Trat Sulfuroso Sulfur 10% Bar Soap 90g Blz,"Excellent The product is good, it only leaves a slight sulfur smell in the carcass, but nothing that will bother the others. Just apply a skin cream and perfume too. Kkkkk. In general, it worked to clean the skin and control oiliness (but it didn't stop 100%, it reduced by about 40%)."
350,Granado Trat Sulfuroso Sulfur 10% Bar Soap 90g Blz,"Great! Great! protects, creamy does not harm the skin, total protection !."
351,Granado Trat Sulfuroso Sulfur 10% Bar Soap 90g Blz,Excellent The soap is great and met my expectations.
352,Kit 10 Natural Organic Soap Vegan Chamomile 80gr,"Your skin thanks you! Natural product of excellent quality, its ingredients combine perfectly to offer a pleasant sensation at the time of the bath and surely your skin thanks you."
353,Soap From The Coast Handmade African Soap- 2 Units,"Excellent Very good I liked it, it just doesn't smell."
354,Soap From The Coast Handmade African Soap- 2 Units,"Excellent Very good I liked it, it just doesn't smell."
355,Granado Lanolin Treatment - Bar Soap 90g Blz,"Excellent product Soaps that I use daily, I will buy again. Really like."
356,Kit 12 Units Bar Soap Creamy Barbatimão 80g,Muito bom Produto de qualidade muito bom !!!.
357,Sabão Africano (sabão Da Costa) Kit Com 4 Barras 12x S/juros,I am very pleased to marvel at this product. In quality.
358,Facial Bar Soap Eliminates Neutrogena Oils 80g,Excelente Muito bom excelente. Sabonete deixa a pele seca. E tem um cheiro muito bom.
359,Vegan Barbatimão Soap 90g - 12 Units - Wholesale,"Ok Well, I don't know if it works according to the promises about barbatimao. But it is a good vegan soap, in terms of smell and durability."
360,Vegan Barbatimão Soap 90g - 12 Units - Wholesale,"Bom Muito bom,só demorou um pouco pq os correios está um lixo."
361,Vegan Barbatimão Soap 90g - 12 Units - Wholesale,very good soap I liked it very much and recommend it.
362,Coconut Oil Soap 100% Vegetable 100g - Kit C / 10 Units,very expensive it could be cheaper It’s good I just think q could put less alcohol.
363,Coconut Oil Soap 100% Vegetable 100g - Kit C / 10 Units,Good bargain! Excellent product! I really liked the soap and recommend it.
364,Coconut Oil Soap 100% Vegetable 100g - Kit C / 10 Units,"Ótimo o produto , eficaz Bom ,gostei e recomendo o produtor a loja."
365,Sabonete Leite De Cabra 100g Suavitrat - Kit C/10 Unidades,"Excellent Great makes good foams, lovely aroma and moisturizes too, I recommend for good skin."
366,Soapex Soap Kit - 80g Each,"Best Soap in the Category! It is the best product in the category. Indicated and used by doctors. If you want a stronger one to wash your hands, just choose the blue soa-ex with 1% triclosol."
367,Soapex Soap Kit - 80g Each,I recommend! Best soap for hygiene and protection. I have used it for several years.
368,Soapex Soap Kit - 80g Each,Excellent I have been using this soapex for a long time and so has my family.
369,Natural Extract Soap with Aroeira w / Copaíba (12 Units),"The best of the world! Very good, one of the best purchases I've ever made on the open market! I had results in the first."
370,Natural Extract Soap with Aroeira w / Copaíba (12 Units),These soaps are great! Very good products I loved it and will buy again if necessary !!.
371,Natural Extract Soap with Aroeira w / Copaíba (12 Units),It's a healing soap !!! It is good for healing !!!!!.
372,National Ash Soap 5 Units.- Prompt Delivery,"Very good I really liked the product, it greatly softened the spinach. My daughter has, only my face spots are not being so fast the result, but the skin is very soft."
373,La Rocha-posay Effaclar Concentrated Soap Bar 70g,The soap is amazing It has a soft texture on the face and I realized that it takes off some blackheads too. I recommend.
374,La Rocha-posay Effaclar Concentrated Soap Bar 70g,Buy without fear I already know the great product worth buying your face comes alive.
375,La Rocha-posay Effaclar Concentrated Soap Bar 70g,Excellent Removes oil without drying the skin.
376,Sabonete Alfazema Classic Kanitz Caixa Com 3 De 150 Gr Cada,Produto recomendável Excelente fragrância. Ótima qualidade.
377,Soap Cinnamon Rose 110g Ubon - Kit C / 20 Units,"Simplesmente amei, superou minhas expectativa!.... Produtos com cheiroso e de qualidade. Com certeza comprarei novamente!."
378,Alma De Flores Estojo 2 Sabonetes 130g+1 Colonia 120ml,Excellent wonderful indication Very good matavihoso would buy you new.
379,Alma De Flores Estojo 2 Sabonetes 130g+1 Colonia 120ml,Marsvilhoso Muito bom!. Cheirinho de infancia!!!.
380,Alma De Flores Case 2 Soaps 130g + 1 Cologne 120ml,Excellent wonderful indication Very good matavihoso would buy you new.
381,Alma De Flores Case 2 Soaps 130g + 1 Cologne 120ml,Marsvilhoso Muito bom!. Cheirinho de infancia!!!.
382,Soap Cinnamon Rose 110g Ubon - Kit C / 10 Units,Reasonable too expensive for quality In fact I expected a better quality product because the perfume is very weak compared to soap that costs $ 1 each I didn't like the product.
383,Soap Cinnamon Rose 110g Ubon - Kit C / 10 Units,Excelente Excelente produto. Aroma real de canela.
384,Sabonete Vegetal Com Carvão Ativado Suavetex,"Excelente Produto muito bom, em pouco tempo de uso minha pele já está bem melhor."
385,Kit C / 12 Soap Senador Country 130g,Excelente Sempre procuro esse produto por ser da preferência da minha família dura muito e gostamos da fragrância.
386,Mini Sabonete 20gr Embalado Individualmente C/ Frete,Great Product; Great seller Product of excellent quality I bought to be used in my hotel so far I am satisfied.
387,Mini Sabonete 20gr Embalado Individualmente C/ Frete,"Excellent very scented soap, good consistency, so perfect. Ideal for hotels and inns. I recommend."
388,Mini Sabonete 20gr Embalado Individualmente C/ Frete,Muito bom Produto muito bom. Não se despedaça como alguns q comprei.
389,Mini Sabonete 20gr Embalado Individualmente C/ Frete,Great Product; Great seller Product of excellent quality I bought to be used in my hotel so far I am satisfied.
390,Mini Sabonete 20gr Embalado Individualmente C/ Frete,"Excellent very scented soap, good consistency, so perfect. Ideal for hotels and inns. I recommend."
391,Mini Sabonete 20gr Embalado Individualmente C/ Frete,Very good Very good product. Do not shatter like some q bought.
392,Phebo Soap Lemon Sicilian Kit with 6 Units of 100g,Muito bom! O sabonete phebo limao siciliano e cremoso e nao resseca a pele.
393,Sabonete Extrato Natural Camomila (12 Unid.),Otimo custo benefício Muito espuma gostosa delicioso.
394,La Roche-posay Effaclar High Tolerance Bar Soap70g,"Maravilhoso Produto ótimo para pele,minha filha usa a anos,foi indicado pela dermatologista. Deixa a pele bem sequinha."
395,Sabonete De Enxofre Granado Antiacne 90gr 12 Unidades,Very good product. Very good! the result is satisfactory fulfills what it promises.
396,Sabonete De Enxofre Granado Antiacne 90gr 12 Unidades,"Excellent It lasts a long time, it does not smell bad, it does what it promises."
397,Sabonete De Enxofre Granado Antiacne 90gr 12 Unidades,Very good I loved the soap it really is good.
398,Presente Natura Ekos Breu Branco - Oferta,"Excelente Cheiro maravilhoso, pena que a natura não vende mais no catalogo dela."
399,Concentrated Softener Base + Downy Essence Yield 40 Liters,"Otimo Super concentrado,muito bom ,as essências são otimas."
400,Kit Shampoo + conditioner + soap 15g -50 Ready Kits,Very good. Very good. Meets perfectly.
401,Kit Shampoo + conditioner + soap 15g -50 Ready Kits,Muito bom. Muito bom. Atende perfeitamente.
402,10 Units Lavender Soap Classic Kanitz 150 Gr Each,Excellent I always liked this product. Next time I would like twelve soaps! if possible!.
403,10 Units Lavender Soap Classic Kanitz 150 Gr Each,Excellent It is the soap I always use and not always easy to find in supermarkets.
404,10 Units Lavender Soap Classic Kanitz 150 Gr Each,"Excellent Great, excellent, good quality and punctuality."
405,Eucalyptus Soap 110g Ubon - Kit C / 10 Units,Recomendo Otimo. Recomendo. Cheiro muito bom.
